player_id	year	yards	tds	att	comp	playoff_games	playoff_wins	pb_games
CollKe00	1996	5171	28	797	418	2	1	1
CollKe00	1997	7295	39	1178	618	2	1	1
CollKe00	1998	9508	51	1531	788	2	1	1
CollKe00	1999	11826	59	1862	978	2	1	1
CollKe00	2000	15436	81	2391	1289	5	3	1
CollKe00	2001	19200	100	2959	1616	5	3	1
CollKe00	2002	23273	119	3504	1951	6	3	1
CollKe00	2003	26383	132	4004	2235	6	3	1
CollKe00	2004	29878	153	4517	2524	6	3	1
CollKe00	2005	33637	173	5082	2826	6	3	1
CollKe00	2006	34186	174	5172	2868	6	3	1
CollKe00	2007	34717	174	5254	2918	6	3	1
CollKe00	2008	37393	186	5669	3160	7	3	2
CollKe00	2009	38618	192	5885	3279	7	3	2
CollKe00	2010	40441	206	6163	3439	7	3	2
CollKe00	2011	40922	208	6261	3487	7	3	2
CollTo00	1995	112	0	29	14	0	0	0
CollTo00	1996	851	4	128	69	0	0	0
CollTo00	1997	3218	16	519	284	0	0	0
CollTo00	1998	3218	16	519	284	0	0	0
CollTo00	1999	3218	16	519	284	0	0	0
CollTo00	2000	3218	16	519	284	0	0	0
CollTo00	2001	3258	16	523	287	0	0	0
CollTo00	2002	3331	17	529	292	0	0	0
CollTo00	2003	3405	17	541	301	0	0	0
CollTo00	2004	3447	17	546	302	0	0	0
CollTo00	2005	3447	17	546	302	0	0	0
CollTo00	2006	3447	17	546	302	0	0	0
CollTo00	2007	4335	22	651	369	1	0	0
CollTo00	2008	4335	22	651	369	1	0	0
CollTo00	2009	4479	22	674	381	1	0	0
CollTo00	2010	4547	22	701	391	1	0	0
ConcJa00	1964	199	2	23	12	0	0	0
ConcJa00	1965	375	3	52	24	0	0	0
ConcJa00	1966	637	4	103	45	0	0	0
ConcJa00	1967	1897	10	289	137	0	0	0
ConcJa00	1968	2612	15	432	208	0	0	0
ConcJa00	1969	3395	19	592	295	0	0	0
ConcJa00	1970	5525	35	977	489	0	0	0
ConcJa00	1971	5859	35	1054	531	0	0	0
ConcJa00	1972	5859	35	1054	531	0	0	0
ConcJa00	1973	5859	35	1054	531	0	0	0
ConcJa00	1974	6240	36	1108	559	0	0	0
ConcJa00	1975	6270	36	1110	560	0	0	0
ConeCh00	1950	1000	8	132	56	1	0	1
ConeCh00	1951	2277	18	321	149	1	0	1
ConeCh00	1952	3367	31	490	231	1	0	1
ConeCh00	1953	5078	44	793	374	1	0	1
ConeCh00	1954	6517	61	1003	477	1	0	1
ConeCh00	1955	7827	74	1205	575	1	0	1
ConeCh00	1956	8970	84	1379	665	1	0	2
ConeCh00	1957	10682	95	1611	793	1	0	2
ConeCh00	1958	11881	105	1795	881	1	0	2
ConeCh00	1959	13587	119	1989	994	2	0	2
ConeCh00	1960	14541	127	2123	1060	2	0	2
ConeCh00	1961	15175	134	2229	1104	2	0	2
CoucTi00	1999	2447	15	399	223	0	0	0
CoucTi00	2000	3930	22	614	360	0	0	0
CoucTi00	2001	6970	39	1068	632	0	0	0
CoucTi00	2002	9812	57	1511	905	0	0	0
CoucTi00	2003	11131	64	1714	1025	0	0	0
CousKi00	2012	466	4	48	33	0	0	0
CousKi00	2013	1320	8	203	114	0	0	0
CousKi00	2014	3030	18	407	240	0	0	0
CousKi00	2015	7196	47	950	619	1	0	0
CousKi00	2016	12113	72	1556	1025	1	0	1
CousKi00	2017	16206	99	2096	1372	1	0	1
CousKi00	2018	20504	129	2702	1797	1	0	1
CousKi00	2019	24107	155	3146	2104	3	1	2
CousKi00	2020	28372	190	3662	2453	3	1	2
CousKi00	2021	32593	223	4223	2825	3	1	3
CulpDa00	2000	3937	33	474	297	2	1	1
CulpDa00	2001	6549	47	840	532	2	1	1
CulpDa00	2002	10402	65	1389	865	2	1	1
CulpDa00	2003	13881	90	1843	1160	2	1	2
CulpDa00	2004	18598	129	2391	1539	4	2	3
CulpDa00	2005	20162	135	2607	1678	4	2	3
CulpDa00	2006	21091	137	2741	1759	4	2	3
CulpDa00	2007	22422	142	2927	1867	4	2	3
CulpDa00	2008	23208	146	3042	1927	4	2	3
CulpDa00	2009	24153	149	3199	2016	4	2	3
CunnRa00	1985	548	1	81	34	0	0	0
CunnRa00	1986	1939	9	290	145	0	0	0
CunnRa00	1987	4725	32	696	368	0	0	0
CunnRa00	1988	8533	56	1256	669	1	0	1
CunnRa00	1989	11933	77	1788	959	2	0	2
CunnRa00	1990	15399	107	2253	1230	3	0	3
CunnRa00	1991	15418	107	2257	1231	3	0	3
CunnRa00	1992	18193	126	2641	1464	5	1	3
CunnRa00	1993	19043	131	2751	1540	5	1	3
CunnRa00	1994	22272	147	3241	1805	5	1	3
CunnRa00	1995	22877	150	3362	1874	5	1	3
CunnRa00	1996	22877	150	3362	1874	5	1	3
CunnRa00	1997	23378	156	3450	1918	7	2	3
CunnRa00	1998	27082	190	3875	2177	9	3	4
CunnRa00	1999	28557	198	4075	2301	9	3	4
CunnRa00	2000	29406	204	4200	2375	9	3	4
CunnRa00	2001	29979	207	4289	2429	9	3	4
CuozGa00	1963	104	0	17	10	0	0	0
CuozGa00	1964	267	2	53	25	0	0	0
CuozGa00	1965	967	9	158	79	0	0	0
CuozGa00	1966	1391	13	208	105	0	0	0
CuozGa00	1967	2953	20	468	239	0	0	0
CuozGa00	1968	3250	21	501	263	0	0	0
CuozGa00	1969	3943	25	599	312	0	0	0
CuozGa00	1970	5663	32	856	440	1	0	0
CuozGa00	1971	6505	38	1024	515	1	0	0
CuozGa00	1972	7402	43	1182	584	1	0	0
CutlJa00	2006	1001	9	137	81	0	0	0
CutlJa00	2007	4498	29	604	378	0	0	0
CutlJa00	2008	9024	54	1220	762	0	0	1
CutlJa00	2009	12690	81	1775	1098	0	0	1
CutlJa00	2010	15964	104	2207	1359	2	1	1
CutlJa00	2011	18283	117	2521	1541	2	1	1
CutlJa00	2012	21316	136	2955	1796	2	1	1
CutlJa00	2013	23937	155	3310	2020	2	1	1
CutlJa00	2014	27749	183	3871	2390	2	1	1
CutlJa00	2015	31408	204	4354	2701	2	1	1
CutlJa00	2016	32467	208	4491	2782	2	1	1
CutlJa00	2017	35133	227	4920	3048	2	1	1
DaltAn00	2011	3398	20	516	300	1	0	1
DaltAn00	2012	7067	47	1044	629	2	0	1
DaltAn00	2013	11360	80	1630	992	3	0	1
DaltAn00	2014	14758	99	2111	1301	4	0	2
DaltAn00	2015	18008	124	2497	1556	4	0	2
DaltAn00	2016	22214	142	3060	1920	4	0	3
DaltAn00	2017	25534	167	3556	2217	4	0	3
DaltAn00	2018	28100	188	3921	2443	4	0	3
DaltAn00	2019	31594	204	4449	2757	4	0	3
DaltAn00	2020	33764	218	4782	2973	4	0	3
DaltAn00	2021	35279	226	5018	3122	4	0	3
DaniGa00	1977	445	1	100	42	0	0	0
DaniGa00	1978	2739	19	451	241	0	0	0
DaniGa00	1979	2739	19	451	241	0	0	0
DaniGa00	1980	5962	32	868	485	0	0	0
DaniGa00	1981	6746	35	964	541	0	0	0
DaniGa00	1982	8089	45	1161	641	0	0	0
DaniGa00	1983	8809	52	1274	700	1	0	0
DaniGa00	1984	11885	69	1684	952	1	0	0
DaniGa00	1985	13159	77	1847	1049	1	0	0
DaniGa00	1986	13159	77	1847	1049	1	0	0
DaniGa00	1987	13440	81	1880	1074	1	0	0
DaniGa00	1988	13764	81	1932	1105	1	0	0
DarnSa00	2018	2865	17	414	239	0	0	0
DarnSa00	2019	5889	36	855	512	0	0	0
DarnSa00	2020	8097	45	1219	729	0	0	0
DarnSa00	2021	10624	54	1625	972	0	0	0
DawsLe00	1957	25	0	4	2	0	0	0
DawsLe00	1958	36	0	10	3	0	0	0
DawsLe00	1959	96	1	17	6	0	0	0
DawsLe00	1960	119	1	30	14	0	0	0
DawsLe00	1961	204	2	45	21	0	0	0
DawsLe00	1962	204	2	45	21	0	0	0
DawsLe00	1963	204	2	45	21	0	0	0
DawsLe00	1964	204	2	45	21	0	0	0
DawsLe00	1965	204	2	45	21	0	0	0
DawsLe00	1966	204	2	45	21	0	0	0
DawsLe00	1967	204	2	45	21	0	0	0
DawsLe00	1968	204	2	45	21	0	0	0
DawsLe00	1969	204	2	45	21	0	0	0
DawsLe00	1970	2080	15	307	162	0	0	0
DawsLe00	1971	4584	30	608	329	1	0	1
DawsLe00	1972	6419	43	913	504	1	0	1
DawsLe00	1973	7144	45	1014	570	1	0	1
DawsLe00	1974	8717	52	1249	708	1	0	1
DawsLe00	1975	9812	57	1389	801	1	0	1
DebeSt00	1978	1570	8	302	137	0	0	0
DebeSt00	1979	5222	25	880	484	0	0	0
DebeSt00	1980	7220	37	1201	670	0	0	0
DebeSt00	1981	8017	43	1309	734	0	0	0
DebeSt00	1982	9422	50	1532	865	0	0	0
DebeSt00	1983	11039	59	1747	984	1	0	0
DebeSt00	1984	14593	78	2256	1292	1	0	0
DebeSt00	1985	17081	97	2626	1489	1	0	0
DebeSt00	1986	17691	102	2722	1539	1	0	0
DebeSt00	1987	19582	116	2997	1698	1	0	0
DebeSt00	1988	22517	132	3411	1922	1	0	0
DebeSt00	1989	25046	143	3735	2118	1	0	0
DebeSt00	1990	28490	166	4179	2376	2	0	0
DebeSt00	1991	31455	183	4613	2632	4	1	0
DebeSt00	1992	32165	186	4738	2708	4	1	0
DebeSt00	1993	33872	193	4965	2844	4	1	0
DebeSt00	1994	33872	193	4965	2844	4	1	0
DebeSt00	1995	33872	193	4965	2844	4	1	0
DebeSt00	1996	33872	193	4965	2844	4	1	0
DebeSt00	1997	33872	193	4965	2844	4	1	0
DebeSt00	1998	34241	196	5024	2874	4	1	0
DelhJa00	1999	521	3	76	42	0	0	0
DelhJa00	2000	521	3	76	42	0	0	0
DelhJa00	2001	521	3	76	42	0	0	0
DelhJa00	2002	634	3	86	50	0	0	0
DelhJa00	2003	3853	22	535	316	4	3	0
DelhJa00	2004	7739	51	1068	626	4	3	0
DelhJa00	2005	11160	75	1503	888	7	5	1
DelhJa00	2006	13965	92	1934	1151	7	5	1
DelhJa00	2007	14589	100	2020	1206	7	5	1
DelhJa00	2008	17877	115	2434	1452	8	5	1
DelhJa00	2009	19892	123	2755	1630	8	5	1
DelhJa00	2010	20764	125	2904	1723	8	5	1
DelhJa00	2011	20975	126	2932	1741	8	5	1
DetmTy00	1993	26	0	5	3	0	0	0
DetmTy00	1994	26	0	5	3	0	0	0
DetmTy00	1995	107	1	21	11	0	0	0
DetmTy00	1996	3018	16	422	249	1	0	0
DetmTy00	1997	4585	23	666	383	1	0	0
DetmTy00	1998	4897	27	704	407	1	0	0
DetmTy00	1999	5445	31	795	454	1	0	0
DetmTy00	2000	5445	31	795	454	1	0	0
DetmTy00	2001	6351	34	946	546	1	0	0
DickLy00	1971	315	0	57	19	0	0	0
DickLy00	1972	315	0	57	19	0	0	0
DickLy00	1973	1203	6	177	90	0	0	0
DickLy00	1974	1907	8	290	153	0	0	0
DickLy00	1975	1953	8	294	155	0	0	0
DickLy00	1976	3418	15	537	270	0	0	0
DickLy00	1977	4764	20	757	383	0	0	0
DickLy00	1978	4764	20	757	383	0	0	0
DickLy00	1979	5551	25	876	443	0	0	0
DickLy00	1980	9080	40	1354	721	0	0	0
DickLy00	1981	11673	57	1708	925	0	0	0
DickLy00	1982	13463	69	1926	1049	2	1	0
DickLy00	1983	17921	101	2410	1338	2	1	0
DickLy00	1984	21116	126	2811	1575	2	1	0
DickLy00	1985	23322	141	3125	1747	2	1	0
DilfTr00	1994	433	1	82	38	0	0	0
DilfTr00	1995	3207	5	497	262	0	0	0
DilfTr00	1996	6066	17	979	529	0	0	0
DilfTr00	1997	8621	38	1365	746	2	1	1
DilfTr00	1998	11350	59	1794	971	2	1	1
DilfTr00	1999	12969	70	2038	1117	2	1	1
DilfTr00	2000	14471	82	2264	1251	6	5	1
DilfTr00	2001	15485	89	2386	1324	6	5	1
DilfTr00	2002	16667	93	2554	1418	6	5	1
DilfTr00	2003	16698	94	2562	1422	6	5	1
DilfTr00	2004	17031	95	2620	1447	6	5	1
DilfTr00	2005	19352	106	2953	1646	6	5	1
DilfTr00	2006	19352	106	2953	1646	6	5	1
DilfTr00	2007	20518	113	3172	1759	6	5	1
DilsSt00	1980	352	3	51	32	0	0	0
DilsSt00	1981	959	4	153	86	0	0	0
DilsSt00	1982	1027	4	179	97	0	0	0
DilsSt00	1983	3867	15	623	336	0	0	0
DilsSt00	1984	3911	16	630	340	0	0	0
DilsSt00	1985	3911	16	630	340	0	0	0
DilsSt00	1986	4604	20	759	399	0	0	0
DilsSt00	1987	5250	25	873	455	0	0	0
DilsSt00	1988	5816	27	972	504	0	0	0
DomrMa00	1970	491	2	55	28	0	0	0
DomrMa00	1971	588	3	67	35	0	0	0
DomrMa00	1972	1980	14	289	150	0	0	0
DomrMa00	1973	3133	23	480	243	0	0	0
DomrMa00	1974	3936	23	633	320	0	0	0
DomrMa00	1975	4059	24	643	328	0	0	0
DomrMa00	1976	4160	24	657	335	0	0	0
DomrMa00	1977	4273	25	697	352	0	0	0
DougBo00	1969	773	5	148	68	0	0	0
DougBo00	1970	991	9	178	80	0	0	0
DougBo00	1971	2155	14	403	171	0	0	0
DougBo00	1972	3401	23	601	246	0	0	0
DougBo00	1973	4458	28	775	327	0	0	0
DougBo00	1974	4845	30	875	368	0	0	0
DougBo00	1975	4985	30	922	383	0	0	0
DougBo00	1976	6273	34	1135	486	0	0	0
DougBo00	1977	6403	35	1166	502	0	0	0
DougBo00	1978	6493	36	1178	507	0	0	0
EasoTo00	1983	557	1	95	46	0	0	0
EasoTo00	1984	3785	24	526	305	0	0	0
EasoTo00	1985	5941	35	825	473	4	3	0
EasoTo00	1986	9269	54	1273	749	5	3	0
EasoTo00	1987	9722	57	1352	791	5	3	0
EasoTo00	1988	9971	57	1395	819	5	3	0
EasoTo00	1989	10987	61	1536	898	5	3	0
EasoTo00	1990	11142	61	1564	911	5	3	0
EdwaTr01	2007	1630	7	269	151	0	0	0
EdwaTr01	2008	4329	18	643	396	0	0	0
EdwaTr01	2009	5498	24	826	506	0	0	0
EdwaTr01	2010	6019	26	927	561	0	0	0
EdwaTr01	2011	6019	26	927	561	0	0	0
EdwaTr01	2012	6033	26	929	563	0	0	0
ElwaJo00	1983	1663	7	259	123	0	0	0
ElwaJo00	1984	4261	25	639	337	1	0	0
ElwaJo00	1985	8152	47	1244	664	1	0	0
ElwaJo00	1986	11637	66	1748	944	4	2	1
ElwaJo00	1987	14835	85	2158	1168	7	4	2
ElwaJo00	1988	18144	102	2654	1442	7	4	2
ElwaJo00	1989	21195	120	3070	1665	10	6	3
ElwaJo00	1990	24721	135	3572	1959	10	6	3
ElwaJo00	1991	27974	148	4023	2201	12	7	4
ElwaJo00	1992	30216	158	4339	2375	12	7	4
ElwaJo00	1993	34246	183	4890	2723	13	7	5
ElwaJo00	1994	37736	199	5384	3030	13	7	6
ElwaJo00	1995	41706	225	5926	3346	13	7	6
ElwaJo00	1996	45034	251	6392	3633	14	7	7
ElwaJo00	1997	48669	278	6894	3913	18	11	8
ElwaJo00	1998	51475	300	7250	4123	21	14	9
EricCr00	1992	121	0	26	15	0	0	0
EricCr00	1993	3175	18	483	248	0	0	0
EricCr00	1994	6094	34	882	473	0	0	0
EricCr00	1995	6680	37	965	523	0	0	0
EricCr00	1996	7460	41	1064	578	0	0	0
EricCr00	1997	7625	41	1092	591	0	0	0
EsiaBo00	1984	530	3	102	51	0	0	0
EsiaBo00	1985	3973	30	533	302	0	0	0
EsiaBo00	1986	7932	54	1002	575	0	0	1
EsiaBo00	1987	11253	70	1442	815	0	0	1
EsiaBo00	1988	14825	98	1830	1038	3	2	2
EsiaBo00	1989	18350	126	2285	1296	3	2	3
EsiaBo00	1990	21381	150	2687	1520	5	3	3
EsiaBo00	1991	24264	163	3100	1753	5	3	3
EsiaBo00	1992	25671	174	3378	1897	5	3	3
EsiaBo00	1993	29092	190	3851	2185	5	3	4
EsiaBo00	1994	31874	207	4291	2440	5	3	4
EsiaBo00	1995	34149	223	4680	2661	5	3	4
EsiaBo00	1996	36442	234	5019	2851	5	3	4
EsiaBo00	1997	37920	247	5205	2969	5	3	4
EvanVi00	1978	38	0	3	1	0	0	0
EvanVi00	1979	546	4	66	33	0	0	0
EvanVi00	1980	2585	15	344	181	0	0	0
EvanVi00	1981	4939	26	780	376	0	0	0
EvanVi00	1982	5064	26	808	388	0	0	0
EvanVi00	1983	6172	31	953	464	0	0	0
EvanVi00	1984	6172	31	953	464	0	0	0
EvanVi00	1985	6172	31	953	464	0	0	0
EvanVi00	1986	6172	31	953	464	0	0	0
EvanVi00	1987	6802	36	1036	503	0	0	0
EvanVi00	1988	6802	36	1036	503	0	0	0
EvanVi00	1989	6852	36	1038	505	0	0	0
EvanVi00	1990	6888	36	1039	506	0	0	0
EvanVi00	1991	7015	37	1053	512	0	0	0
EvanVi00	1992	7387	41	1106	541	0	0	0
EvanVi00	1993	8027	44	1182	586	0	0	0
EvanVi00	1994	8249	46	1215	604	0	0	0
EvanVi00	1995	9485	52	1390	704	0	0	0
EverJi00	1986	1018	8	147	73	1	0	0
EverJi00	1987	3082	18	449	235	1	0	0
EverJi00	1988	7046	49	966	543	2	0	0
EverJi00	1989	11356	78	1484	847	5	2	0
EverJi00	1990	15345	101	2038	1154	5	2	1
EverJi00	1991	18783	112	2528	1431	5	2	1
EverJi00	1992	22106	134	3003	1712	5	2	1
EverJi00	1993	23758	142	3277	1847	5	2	1
EverJi00	1994	27613	164	3817	2193	5	2	1
EverJi00	1995	31583	190	4384	2538	5	2	1
EverJi00	1996	34380	202	4848	2805	5	2	1
EverJi00	1997	34837	203	4923	2841	5	2	1
FavrBr00	1991	0	0	4	0	0	0	0
FavrBr00	1992	3227	18	475	302	0	0	1
FavrBr00	1993	6530	37	997	620	2	1	2
FavrBr00	1994	10412	70	1579	983	4	2	2
FavrBr00	1995	14825	108	2149	1342	7	4	3
FavrBr00	1996	18724	147	2692	1667	10	7	4
FavrBr00	1997	22591	182	3205	1971	13	9	5
FavrBr00	1998	26803	213	3756	2318	14	9	5
FavrBr00	1999	30894	235	4351	2659	14	9	5
FavrBr00	2000	34706	255	4931	2997	14	9	5
FavrBr00	2001	38627	287	5441	3311	16	10	6
FavrBr00	2002	42285	314	5992	3652	17	10	7
FavrBr00	2003	45646	346	6463	3960	19	11	8
FavrBr00	2004	49734	376	7003	4306	20	11	8
FavrBr00	2005	53615	396	7610	4678	20	11	8
FavrBr00	2006	57500	414	8223	5021	20	11	8
FavrBr00	2007	61655	442	8758	5377	22	12	9
FavrBr00	2008	65127	464	9280	5720	22	12	10
FavrBr00	2009	69329	497	9811	6083	24	13	11
FavrBr00	2010	71838	508	10169	6300	24	13	11
FeelA.00	2001	143	2	14	10	0	0	0
FeelA.00	2002	1154	8	168	96	0	0	0
FeelA.00	2003	1154	8	168	96	0	0	0
FeelA.00	2004	3047	19	524	287	0	0	0
FeelA.00	2005	3047	19	524	287	0	0	0
FeelA.00	2006	3389	22	562	313	0	0	0
FeelA.00	2007	4070	27	665	372	0	0	0
FeelA.00	2008	4070	27	665	372	0	0	0
FeelA.00	2009	4070	27	665	372	0	0	0
FeelA.00	2010	4070	27	665	372	0	0	0
FeelA.00	2011	4618	28	762	425	0	0	0
FergJo00	1973	939	4	164	73	0	0	0
FergJo00	1974	2527	16	396	192	1	0	0
FergJo00	1975	4953	41	717	361	1	0	0
FergJo00	1976	6039	50	868	435	1	0	0
FergJo00	1977	8842	62	1325	656	1	0	0
FergJo00	1978	10978	78	1655	831	1	0	0
FergJo00	1979	14550	92	2113	1069	1	0	0
FergJo00	1980	17355	112	2552	1320	2	0	0
FergJo00	1981	21007	136	3050	1572	4	1	0
FergJo00	1982	22604	143	3314	1716	4	1	0
FergJo00	1983	25599	169	3822	1997	4	1	0
FergJo00	1984	27590	181	4166	2188	4	1	0
FergJo00	1985	27954	183	4220	2219	4	1	0
FergJo00	1986	28895	190	4375	2292	4	1	0
FergJo00	1987	28895	190	4375	2292	4	1	0
FergJo00	1988	29263	193	4421	2323	4	1	0
FergJo00	1989	29796	196	4511	2367	4	1	0
FergJo00	1990	29817	196	4519	2369	4	1	0
FerrVi00	1977	83	2	15	9	0	0	0
FerrVi00	1978	197	2	35	16	0	0	0
FerrVi00	1979	975	7	145	69	3	2	0
FerrVi00	1980	4174	37	549	309	4	2	0
FerrVi00	1981	4174	37	549	309	4	2	0
FerrVi00	1982	5783	46	758	427	4	2	0
FerrVi00	1983	9059	68	1222	701	6	3	0
FerrVi00	1984	9376	70	1288	730	6	3	0
FerrVi00	1985	11053	75	1575	879	6	3	0
FerrVi00	1986	11336	76	1615	902	6	3	0
FiedJa00	1998	41	0	7	3	0	0	0
FiedJa00	1999	697	2	101	64	0	0	0
FiedJa00	2000	3099	16	458	268	2	1	0
FiedJa00	2001	6389	36	908	541	3	1	0
FiedJa00	2002	8413	50	1200	720	3	1	0
FiedJa00	2003	10551	61	1514	899	3	1	0
FiedJa00	2004	11737	68	1704	1000	3	1	0
FiedJa00	2005	11844	69	1717	1008	3	1	0
FinkJi00	1950	35	0	9	5	0	0	0
FinkJi00	1951	236	1	33	19	0	0	0
FinkJi00	1952	2543	21	369	177	0	0	1
FinkJi00	1953	4027	29	661	308	0	0	1
FinkJi00	1954	6030	43	967	472	0	0	1
FinkJi00	1955	8300	53	1311	637	0	0	1
FitzRy00	2005	777	4	135	76	0	0	0
FitzRy00	2006	777	4	135	76	0	0	0
FitzRy00	2007	777	4	135	76	0	0	0
FitzRy00	2008	2682	12	507	297	0	0	0
FitzRy00	2009	4104	21	734	424	0	0	0
FitzRy00	2010	7104	44	1175	679	0	0	0
FitzRy00	2011	10936	68	1744	1032	0	0	0
FitzRy00	2012	14336	92	2249	1338	0	0	0
FitzRy00	2013	16790	106	2599	1555	0	0	0
FitzRy00	2014	19273	123	2911	1752	0	0	0
FitzRy00	2015	23178	154	3473	2087	0	0	0
FitzRy00	2016	25888	166	3876	2315	0	0	0
FitzRy00	2017	26991	173	4039	2411	0	0	0
FitzRy00	2018	29357	190	4285	2575	0	0	0
FitzRy00	2019	32886	210	4787	2886	0	0	0
FitzRy00	2020	34977	223	5054	3069	0	0	0
FitzRy00	2021	34990	223	5060	3072	0	0	0
FlacJo00	2008	2971	14	428	257	3	2	0
FlacJo00	2009	6584	35	927	572	5	3	0
FlacJo00	2010	10206	60	1416	878	7	4	0
FlacJo00	2011	13816	80	1958	1190	9	5	0
FlacJo00	2012	17633	102	2489	1507	13	9	0
FlacJo00	2013	21545	121	3103	1869	13	9	0
FlacJo00	2014	25531	148	3657	2213	15	10	0
FlacJo00	2015	28322	162	4070	2479	15	10	0
FlacJo00	2016	32639	182	4742	2915	15	10	0
FlacJo00	2017	35780	200	5291	3267	15	10	0
FlacJo00	2018	38245	212	5670	3499	15	10	0
FlacJo00	2019	40067	218	5932	3670	15	10	0
FlacJo00	2020	40931	224	6066	3744	15	10	0
FlacJo00	2021	41269	227	6108	3771	15	10	0
FlutDo00	1986	361	3	46	23	1	0	0
FlutDo00	1987	560	4	71	38	1	0	0
FlutDo00	1988	1710	12	250	130	1	0	0
FlutDo00	1989	2203	14	341	166	1	0	0
FlutDo00	1990	2203	14	341	166	1	0	0
FlutDo00	1991	2203	14	341	166	1	0	0
FlutDo00	1992	2203	14	341	166	1	0	0
FlutDo00	1993	2203	14	341	166	1	0	0
FlutDo00	1994	2203	14	341	166	1	0	0
FlutDo00	1995	2203	14	341	166	1	0	0
FlutDo00	1996	2203	14	341	166	1	0	0
FlutDo00	1997	2203	14	341	166	1	0	0
FlutDo00	1998	4914	34	695	368	2	0	1
FlutDo00	1999	8085	53	1173	632	2	0	1
FlutDo00	2000	9785	61	1404	764	2	0	1
FlutDo00	2001	13249	76	1925	1058	2	0	1
FlutDo00	2002	13313	76	1936	1061	2	0	1
FlutDo00	2003	14410	85	2103	1152	2	0	1
FlutDo00	2004	14686	86	2141	1172	2	0	1
FlutDo00	2005	14715	86	2151	1177	2	0	1
FoleNi00	2012	1699	6	265	161	0	0	0
FoleNi00	2013	4590	33	582	364	1	0	1
FoleNi00	2014	6753	46	893	550	1	0	1
FoleNi00	2015	8805	53	1230	740	1	0	1
FoleNi00	2016	9215	56	1285	776	1	0	1
FoleNi00	2017	9752	61	1386	833	4	3	1
FoleNi00	2018	11165	68	1581	974	6	4	1
FoleNi00	2019	11901	71	1698	1051	6	4	1
FoleNi00	2020	13753	81	2010	1253	6	4	1
FoleNi00	2021	14003	82	2045	1277	6	4	1
FoutDa00	1973	1126	6	194	87	0	0	0
FoutDa00	1974	2858	14	431	202	0	0	0
FoutDa00	1975	4254	16	626	308	0	0	0
FoutDa00	1976	6789	30	985	516	0	0	0
FoutDa00	1977	7658	34	1094	585	0	0	0
FoutDa00	1978	10657	58	1475	809	0	0	0
FoutDa00	1979	14739	82	2005	1141	1	0	1
FoutDa00	1980	19454	112	2594	1489	3	1	2
FoutDa00	1981	24256	145	3203	1849	5	2	3
FoutDa00	1982	27139	162	3533	2053	7	3	4
FoutDa00	1983	30114	182	3873	2268	7	3	5
FoutDa00	1984	33854	201	4380	2585	7	3	5
FoutDa00	1985	37492	228	4810	2839	7	3	6
FoutDa00	1986	40523	244	5240	3091	7	3	6
FoutDa00	1987	43040	254	5604	3297	7	3	6
FreeJo00	2009	1855	10	290	158	0	0	0
FreeJo00	2010	5306	35	764	449	0	0	0
FreeJo00	2011	8898	51	1315	795	0	0	0
FreeJo00	2012	12963	78	1873	1101	0	0	0
FreeJo00	2013	13724	80	2020	1164	0	0	0
FreeJo00	2014	13724	80	2020	1164	0	0	0
FreeJo00	2015	13873	81	2048	1179	0	0	0
FrerGu00	1994	600	5	100	46	0	0	0
FrerGu00	1995	3351	18	496	245	0	0	0
FrerGu00	1996	6804	30	966	515	0	0	1
FrerGu00	1997	9486	47	1368	719	0	0	1
FrerGu00	1998	9769	48	1422	744	0	0	1
FrerGu00	1999	11886	57	1710	919	1	0	1
FrerGu00	2000	13662	66	1942	1057	2	0	1
FrerGu00	2001	13970	69	1990	1087	2	0	1
FrerGu00	2002	14407	70	2075	1131	2	0	1
FrerGu00	2003	15097	77	2140	1169	2	0	1
FrerGu00	2004	15097	77	2141	1169	2	0	1
FrerGu00	2005	18093	95	2635	1426	2	0	1
FrerGu00	2006	18120	95	2638	1427	2	0	1
FrerGu00	2007	19134	102	2805	1521	2	0	1
FrerGu00	2008	21291	114	3106	1699	2	0	1
FrieJo00	1990	98	1	22	11	0	0	0
FrieJo00	1991	2994	13	509	273	0	0	0
FrieJo00	1992	2994	13	509	273	0	0	0
FrieJo00	1993	4396	19	747	401	0	0	0
FrieJo00	1994	5662	29	927	506	0	0	0
FrieJo00	1995	6457	35	1047	570	0	0	0
FrieJo00	1996	8086	43	1258	690	0	0	0
FrieJo00	1997	8224	43	1294	705	0	0	0
FrieJo00	1998	8633	45	1343	734	0	0	0
FrieJo00	1999	8633	45	1343	734	0	0	0
FrieJo00	2000	8699	45	1364	745	0	0	0
FryeCh00	2005	1002	4	164	98	0	0	0
FryeCh00	2006	3456	14	557	350	0	0	0
FryeCh00	2007	3490	14	567	354	0	0	0
FryeCh00	2008	3573	16	590	366	0	0	0
FryeCh00	2009	4154	17	677	419	0	0	0
FullSt00	1979	1484	6	270	146	0	0	0
FullSt00	1980	3734	16	590	339	0	0	0
FullSt00	1981	4668	19	724	416	0	0	0
FullSt00	1982	5333	22	817	465	0	0	0
FullSt00	1983	5333	22	817	465	0	0	0
FullSt00	1984	5928	25	895	518	2	1	0
FullSt00	1985	6705	26	1002	571	2	1	0
FullSt00	1986	7156	28	1066	605	2	1	0
GabbBl00	2011	2214	12	413	210	0	0	0
GabbBl00	2012	3876	21	691	372	0	0	0
GabbBl00	2013	4357	22	777	414	0	0	0
